[INFO ] [2021-09-22 10:53:30,920] Pre-condition - Step 01: Open browser'firefox'navigate to'https://demo.nopcommerce.com/'
[INFO ] [2021-09-29 11:35:17,575] -------------------- START delete file in folder ------------------
[INFO ] [2021-09-29 11:35:17,576] -------------------- END delete file in folder ------------
[INFO ] [2021-09-29 11:35:17,584] Pre-condition - Step 01: Open browser'Chrome'navigate to'https://demo.nopcommerce.com/'
[INFO ] [2021-09-29 11:35:22,325] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-09-29 11:35:22,482]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-29 11:35:22,486] User_01_Register - Step 02: Click to Register Link
[INFO ] [2021-09-29 11:35:24,003] User_01_Register - Step 03: Click to Male Radio Button
[INFO ] [2021-09-29 11:35:24,142] User_01_Register - Step 04: Enter to First Name textbox
[INFO ] [2021-09-29 11:35:24,345] User_01_Register - Step 05: Enter to Last Name textbox
[INFO ] [2021-09-29 11:35:24,544] User_01_Register - Step 06: Enter to Email textbox with value: helennguyen5644@gmail.com
[INFO ] [2021-09-29 11:35:24,746] User_01_Register - Step 07: Enter to Password textbox with value: 123456
[INFO ] [2021-09-29 11:35:24,936] User_01_Register - Step 08: Enter to Confirm Password textbox with value: 123456
[INFO ] [2021-09-29 11:35:25,136] User_01_Register - Step 09: Click on Register Button
[INFO ] [2021-09-29 11:35:29,609] User_01_Register - Step 10: Verify success message is displayed
[INFO ] [2021-09-29 11:35:29,730]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-29 11:35:29,730] User_01_Register - Step 11: Click to Logout link
[INFO ] [2021-09-29 11:35:35,067] User_01_Register - Step 12: Verify Home Page is displayed
[INFO ] [2021-09-29 11:35:35,173]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-09-29 11:35:35,609] User_02_login - Step 01: Click To Login link
[INFO ] [2021-09-29 11:35:37,067] User_02_login - Step 02: Enter to email textbox with value: helennguyen5644@gmail.com
[INFO ] [2021-09-29 11:35:37,265] User_02_login - Step 03: Enter to Password textbox with value: 123456
[INFO ] [2021-09-29 11:35:37,476] User_02_login - Step 04: Click On Login Button
[INFO ] [2021-09-29 11:35:38,399] User_02_login - Step 05: Verify Home Page is displayed
[INFO ] [2021-09-29 11:35:38,568]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-29 11:35:38,576] Post-condition - Close browser
[INFO ] [2021-09-29 11:41:14,210] -------------------- START delete file in folder ------------------
[INFO ] [2021-09-29 11:41:14,212] -------------------- END delete file in folder ------------
[INFO ] [2021-09-29 11:41:14,221] Pre-condition - Step 01: Open browser'Chrome'navigate to'https://demo.nopcommerce.com/'
[INFO ] [2021-09-29 11:41:18,830] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-09-29 11:41:18,988]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-29 11:41:18,990] User_01_Register - Step 02: Click to Register Link
[INFO ] [2021-09-29 11:41:20,564] User_01_Register - Step 03: Click to Male Radio Button
[INFO ] [2021-09-29 11:41:20,710] User_01_Register - Step 04: Enter to First Name textbox
[INFO ] [2021-09-29 11:41:20,908] User_01_Register - Step 05: Enter to Last Name textbox
[INFO ] [2021-09-29 11:41:21,120] User_01_Register - Step 06: Enter to Email textbox with value: helennguyen898@gmail.com
[INFO ] [2021-09-29 11:41:21,357] User_01_Register - Step 07: Enter to Password textbox with value: 123456
[INFO ] [2021-09-29 11:41:21,544] User_01_Register - Step 08: Enter to Confirm Password textbox with value: 123456
[INFO ] [2021-09-29 11:41:21,732] User_01_Register - Step 09: Click on Register Button
[INFO ] [2021-09-29 11:41:25,624] User_01_Register - Step 10: Verify success message is displayed
[INFO ] [2021-09-29 11:41:25,713]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-29 11:41:25,713] User_01_Register - Step 11: Click to Logout link
[INFO ] [2021-09-29 11:41:31,051] User_01_Register - Step 12: Verify Home Page is displayed
[INFO ] [2021-09-29 11:41:31,177]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-09-29 11:41:31,690] User_02_login - Step 01: Click To Login link
[INFO ] [2021-09-29 11:41:32,925] User_02_login - Step 02: Enter to email textbox with value: helennguyen898@gmail.com
[INFO ] [2021-09-29 11:41:33,128] User_02_login - Step 03: Enter to Password textbox with value: 123456
[INFO ] [2021-09-29 11:41:33,323] User_02_login - Step 04: Click On Login Button
[INFO ] [2021-09-29 11:41:34,904] User_02_login - Step 05: Verify Home Page is displayed
[INFO ] [2021-09-29 11:41:35,069]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-29 11:41:35,071] Post-condition - Close browser
[INFO ] [2021-09-29 11:43:08,278] -------------------- START delete file in folder ------------------
[INFO ] [2021-09-29 11:43:08,279] -------------------- END delete file in folder ------------
[INFO ] [2021-09-29 11:43:08,287] Pre-condition - Step 01: Open browser'Chrome'navigate to'https://demo.nopcommerce.com/'
[INFO ] [2021-09-29 11:43:12,893] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-09-29 11:43:13,022]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-29 11:43:13,024] User_01_Register - Step 02: Click to Register Link
[INFO ] [2021-09-29 11:43:14,566] User_01_Register - Step 03: Click to Male Radio Button
[INFO ] [2021-09-29 11:43:14,710] User_01_Register - Step 04: Enter to First Name textbox
[INFO ] [2021-09-29 11:43:14,921] User_01_Register - Step 05: Enter to Last Name textbox
[INFO ] [2021-09-29 11:43:15,111] User_01_Register - Step 06: Enter to Email textbox with value: helennguyen8261@gmail.com
[INFO ] [2021-09-29 11:43:15,313] User_01_Register - Step 07: Enter to Password textbox with value: 123456
[INFO ] [2021-09-29 11:43:15,512] User_01_Register - Step 08: Enter to Confirm Password textbox with value: 123456
[INFO ] [2021-09-29 11:43:15,708] User_01_Register - Step 09: Click on Register Button
[INFO ] [2021-09-29 11:43:20,898] User_01_Register - Step 10: Verify success message is displayed
[INFO ] [2021-09-29 11:43:20,987]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-29 11:43:20,988] User_01_Register - Step 11: Click to Logout link
[INFO ] [2021-09-29 11:43:26,368] User_01_Register - Step 12: Verify Home Page is displayed
[INFO ] [2021-09-29 11:43:26,500]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-09-29 11:43:26,906] User_02_login - Step 01: Click To Login link
[INFO ] [2021-09-29 11:43:28,242] User_02_login - Step 02: Enter to email textbox with value: helennguyen8261@gmail.com
[INFO ] [2021-09-29 11:43:28,455] User_02_login - Step 03: Enter to Password textbox with value: 123456
[INFO ] [2021-09-29 11:43:28,648] User_02_login - Step 04: Click On Login Button
[INFO ] [2021-09-29 11:43:30,981] User_02_login - Step 05: Verify Home Page is displayed
[INFO ] [2021-09-29 11:43:31,079]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-29 11:43:31,083] Post-condition - Close browser
[INFO ] [2021-10-01 08:59:12,920] -------------------- START delete file in folder ------------------
[INFO ] [2021-10-01 08:59:12,963] -------------------- END delete file in folder ------------
[INFO ] [2021-10-01 08:59:12,988] Pre-condition - Step 01: Open browser'Chrome'navigate to'https://demo.nopcommerce.com/'
[INFO ] [2021-10-01 08:59:20,521] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-10-01 08:59:20,746]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-01 08:59:20,752] User_01_Register - Step 02: Click to Register Link
[INFO ] [2021-10-01 08:59:22,274] User_01_Register - Step 03: Click to Male Radio Button
[INFO ] [2021-10-01 08:59:22,446] User_01_Register - Step 04: Enter to First Name textbox
[INFO ] [2021-10-01 08:59:22,650] User_01_Register - Step 05: Enter to Last Name textbox
[INFO ] [2021-10-01 08:59:22,824] User_01_Register - Step 06: Enter to Email textbox with value: helennguyen2336@gmail.com
[INFO ] [2021-10-01 08:59:23,042] User_01_Register - Step 07: Enter to Password textbox with value: 123456
[INFO ] [2021-10-01 08:59:23,228] User_01_Register - Step 08: Enter to Confirm Password textbox with value: 123456
[INFO ] [2021-10-01 08:59:23,416] User_01_Register - Step 09: Click on Register Button
[INFO ] [2021-10-01 08:59:28,510] User_01_Register - Step 10: Verify success message is displayed
[INFO ] [2021-10-01 08:59:28,597]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-01 08:59:28,597] User_01_Register - Step 11: Click to Logout link
[INFO ] [2021-10-01 08:59:33,342] User_01_Register - Step 12: Verify Home Page is displayed
[INFO ] [2021-10-01 08:59:33,449]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-10-01 08:59:34,075] User_02_login - Step 01: Click To Login link
[INFO ] [2021-10-01 08:59:35,649] User_02_login - Step 02: Enter to email textbox with value: helennguyen2336@gmail.com
[INFO ] [2021-10-01 08:59:35,872] User_02_login - Step 03: Enter to Password textbox with value: 123456
[INFO ] [2021-10-01 08:59:36,153] User_02_login - Step 04: Click On Login Button
[INFO ] [2021-10-01 08:59:38,413] User_02_login - Step 05: Verify Home Page is displayed
[INFO ] [2021-10-01 08:59:38,558]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-01 08:59:38,564] Post-condition - Close browser
[INFO ] [2021-10-01 09:34:58,061] -------------------- START delete file in folder ------------------
[INFO ] [2021-10-01 09:34:58,112] -------------------- END delete file in folder ------------
[INFO ] [2021-10-01 09:34:58,125] Pre-condition - Step 01: Open browser'Chrome'navigate to'https://demo.nopcommerce.com/'
[INFO ] [2021-10-01 09:35:03,644] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-10-01 09:35:03,851]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-01 09:35:03,855] User_01_Register - Step 02: Click to Register Link
[INFO ] [2021-10-01 09:35:05,338] User_01_Register - Step 03: Click to Male Radio Button
[INFO ] [2021-10-01 09:35:05,465] User_01_Register - Step 04: Enter to First Name textbox
[INFO ] [2021-10-01 09:35:05,670] User_01_Register - Step 05: Enter to Last Name textbox
[INFO ] [2021-10-01 09:35:05,901] User_01_Register - Step 06: Enter to Email textbox with value: helennguyen2358@gmail.com
[INFO ] [2021-10-01 09:35:06,106] User_01_Register - Step 07: Enter to Password textbox with value: 123456
[INFO ] [2021-10-01 09:35:06,280] User_01_Register - Step 08: Enter to Confirm Password textbox with value: 123456
[INFO ] [2021-10-01 09:35:06,463] User_01_Register - Step 09: Click on Register Button
[INFO ] [2021-10-01 09:35:11,984] User_01_Register - Step 10: Verify success message is displayed
[INFO ] [2021-10-01 09:35:12,070]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-01 09:35:12,070] User_01_Register - Step 11: Click to Logout link
[INFO ] [2021-10-01 09:35:16,788] User_01_Register - Step 12: Verify Home Page is displayed
[INFO ] [2021-10-01 09:35:16,877]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-10-01 09:35:17,304] User_02_login - Step 01: Click To Login link
[INFO ] [2021-10-01 09:35:18,581] User_02_login - Step 02: Enter to email textbox with value: helennguyen2358@gmail.com
[INFO ] [2021-10-01 09:35:18,815] User_02_login - Step 03: Enter to Password textbox with value: 123456
[INFO ] [2021-10-01 09:35:19,002] User_02_login - Step 04: Click On Login Button
[INFO ] [2021-10-01 09:35:21,357] User_02_login - Step 05: Verify Home Page is displayed
[INFO ] [2021-10-01 09:35:21,525]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-01 09:35:21,527] Post-condition - Close browser
[INFO ] [2021-10-01 17:43:01,459] -------------------- START delete file in folder ------------------
[INFO ] [2021-10-01 17:43:01,469] -------------------- END delete file in folder ------------
[INFO ] [2021-10-01 17:43:07,727]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-01 17:43:15,632]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-01 17:43:21,220]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-10-01 17:43:25,091]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-01 17:46:45,779] -------------------- START delete file in folder ------------------
[INFO ] [2021-10-01 17:46:45,780] -------------------- END delete file in folder ------------
[INFO ] [2021-10-01 17:46:50,972]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-01 17:46:58,892]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-01 17:47:04,315]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-10-01 17:47:08,831]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-02 20:11:30,847] -------------------- START delete file in folder ------------------
[INFO ] [2021-10-02 20:11:30,860] -------------------- END delete file in folder ------------
[INFO ] [2021-10-02 20:11:38,483] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-10-02 20:11:38,666]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-02 20:11:38,668] User_01_Register - Step 02: Click to Register Link
[INFO ] [2021-10-02 20:11:40,185] User_01_Register - Step 03: Click to Male Radio Button
[INFO ] [2021-10-02 20:11:40,317] User_01_Register - Step 04: Enter to First Name textbox
[INFO ] [2021-10-02 20:11:40,628] User_01_Register - Step 05: Enter to Last Name textbox
[INFO ] [2021-10-02 20:11:40,855] User_01_Register - Step 06: Enter to Email textbox with value: helennguyen8500@gmail.com
[INFO ] [2021-10-02 20:11:41,106] User_01_Register - Step 07: Enter to Password textbox with value: 123456
[INFO ] [2021-10-02 20:11:41,314] User_01_Register - Step 08: Enter to Confirm Password textbox with value: 123456
[INFO ] [2021-10-02 20:11:41,544] User_01_Register - Step 09: Click on Register Button
[INFO ] [2021-10-02 20:11:46,962] User_01_Register - Step 10: Verify success message is displayed
[INFO ] [2021-10-02 20:11:47,072]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-02 20:11:47,072] User_01_Register - Step 11: Click to Logout link
[INFO ] [2021-10-02 20:11:51,795] User_01_Register - Step 12: Verify Home Page is displayed
[INFO ] [2021-10-02 20:11:51,915]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-10-02 20:11:52,536] User_02_login - Step 01: Click To Login link
[INFO ] [2021-10-02 20:11:54,106] User_02_login - Step 02: Enter to email textbox with value: helennguyen8500@gmail.com
[INFO ] [2021-10-02 20:11:54,386] User_02_login - Step 03: Enter to Password textbox with value: 123456
[INFO ] [2021-10-02 20:11:54,607] User_02_login - Step 04: Click On Login Button
[INFO ] [2021-10-02 20:11:57,020] User_02_login - Step 05: Verify Home Page is displayed
[INFO ] [2021-10-02 20:11:57,112]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-03 15:11:01,354] -------------------- START delete file in folder ------------------
[INFO ] [2021-10-03 15:11:01,370] -------------------- END delete file in folder ------------
[INFO ] [2021-10-03 15:11:10,871] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-10-03 15:11:11,083]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-03 15:11:11,085] User_01_Register - Step 02: Click to Register Link
[INFO ] [2021-10-03 15:11:12,538] User_01_Register - Step 03: Click to Male Radio Button
[INFO ] [2021-10-03 15:11:12,665] User_01_Register - Step 04: Enter to First Name textbox
[INFO ] [2021-10-03 15:11:12,880] User_01_Register - Step 05: Enter to Last Name textbox
[INFO ] [2021-10-03 15:11:13,059] User_01_Register - Step 06: Enter to Email textbox with value: helennguyen3338@gmail.com
[INFO ] [2021-10-03 15:11:13,265] User_01_Register - Step 07: Enter to Password textbox with value: 123456
[INFO ] [2021-10-03 15:11:13,453] User_01_Register - Step 08: Enter to Confirm Password textbox with value: 123456
[INFO ] [2021-10-03 15:11:13,658] User_01_Register - Step 09: Click on Register Button
[INFO ] [2021-10-03 15:11:18,118] User_01_Register - Step 10: Verify success message is displayed
[INFO ] [2021-10-03 15:11:18,207]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-03 15:11:18,207] User_01_Register - Step 11: Click to Logout link
[INFO ] [2021-10-03 15:11:22,863] User_01_Register - Step 12: Verify Home Page is displayed
[INFO ] [2021-10-03 15:11:22,956]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-10-03 15:11:22,964] User_02_login - Step 01: Click To Login link
[INFO ] [2021-10-03 15:11:24,175] User_02_login - Step 02: Enter to email textbox with value: helennguyen3338@gmail.com
[INFO ] [2021-10-03 15:11:24,445] User_02_login - Step 03: Enter to Password textbox with value: 123456
[INFO ] [2021-10-03 15:11:24,641] User_02_login - Step 04: Click On Login Button
[INFO ] [2021-10-03 15:11:26,161] User_02_login - Step 05: Verify Home Page is displayed
[INFO ] [2021-10-03 15:11:26,243]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-05 15:20:54,171] -------------------- START delete file in folder ------------------
[INFO ] [2021-10-05 15:20:54,181] -------------------- END delete file in folder ------------
[INFO ] [2021-10-05 15:21:02,948] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-10-05 15:21:03,139]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-05 15:21:03,140] User_01_Register - Step 02: Click to Register Link
[INFO ] [2021-10-05 15:21:05,121] User_01_Register - Step 03: Click to Male Radio Button
[INFO ] [2021-10-05 15:21:05,302] User_01_Register - Step 04: Enter to First Name textbox
[INFO ] [2021-10-05 15:21:05,526] User_01_Register - Step 05: Enter to Last Name textbox
[INFO ] [2021-10-05 15:21:05,715] User_01_Register - Step 06: Enter to Email textbox with value: helennguyen7720@gmail.com
[INFO ] [2021-10-05 15:21:05,932] User_01_Register - Step 07: Enter to Password textbox with value: 123456
[INFO ] [2021-10-05 15:21:06,123] User_01_Register - Step 08: Enter to Confirm Password textbox with value: 123456
[INFO ] [2021-10-05 15:21:06,308] User_01_Register - Step 09: Click on Register Button
[INFO ] [2021-10-05 15:21:11,712] User_01_Register - Step 10: Verify success message is displayed
[INFO ] [2021-10-05 15:21:11,802]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-05 15:21:11,802] User_01_Register - Step 11: Click to Logout link
[INFO ] [2021-10-05 15:21:17,250] User_01_Register - Step 12: Verify Home Page is displayed
[INFO ] [2021-10-05 15:21:17,339]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-10-05 15:21:17,927] User_02_login - Step 01: Click To Login link
[INFO ] [2021-10-05 15:21:18,746] User_02_login - Step 02: Enter to email textbox with value: helennguyen7720@gmail.com
[INFO ] [2021-10-05 15:21:19,057] User_02_login - Step 03: Enter to Password textbox with value: 123456
[INFO ] [2021-10-05 15:21:19,239] User_02_login - Step 04: Click On Login Button
[INFO ] [2021-10-05 15:21:21,822] User_02_login - Step 05: Verify Home Page is displayed
[INFO ] [2021-10-05 15:21:21,907]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-05 20:37:11,300] -------------------- START delete file in folder ------------------
[INFO ] [2021-10-05 20:37:11,349] -------------------- END delete file in folder ------------
[INFO ] [2021-10-05 20:37:17,660] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-10-05 20:37:17,909]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-05 20:37:17,912] User_01_Register - Step 02: Click to Register Link
[INFO ] [2021-10-05 20:37:19,491] User_01_Register - Step 03: Click to Male Radio Button
[INFO ] [2021-10-05 20:37:19,660] User_01_Register - Step 04: Enter to First Name textbox
[INFO ] [2021-10-05 20:37:19,905] User_01_Register - Step 05: Enter to Last Name textbox
[INFO ] [2021-10-05 20:37:20,126] User_01_Register - Step 06: Enter to Email textbox with value: helennguyen7228@gmail.com
[INFO ] [2021-10-05 20:37:20,345] User_01_Register - Step 07: Enter to Password textbox with value: 123456
[INFO ] [2021-10-05 20:37:20,536] User_01_Register - Step 08: Enter to Confirm Password textbox with value: 123456
[INFO ] [2021-10-05 20:37:20,750] User_01_Register - Step 09: Click on Register Button
[INFO ] [2021-10-05 20:37:26,069] User_01_Register - Step 10: Verify success message is displayed
[INFO ] [2021-10-05 20:37:26,157]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-05 20:37:26,157] User_01_Register - Step 11: Click to Logout link
[INFO ] [2021-10-05 20:37:31,503] User_01_Register - Step 12: Verify Home Page is displayed
[INFO ] [2021-10-05 20:37:31,594]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-10-05 20:37:32,275] User_02_login - Step 01: Click To Login link
[INFO ] [2021-10-05 20:37:33,630] User_02_login - Step 02: Enter to email textbox with value: helennguyen7228@gmail.com
[INFO ] [2021-10-05 20:37:33,898] User_02_login - Step 03: Enter to Password textbox with value: 123456
[INFO ] [2021-10-05 20:37:34,088] User_02_login - Step 04: Click On Login Button
[INFO ] [2021-10-05 20:37:36,465] User_02_login - Step 05: Verify Home Page is displayed
[INFO ] [2021-10-05 20:37:36,560]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-05 20:38:53,832] -------------------- START delete file in folder ------------------
[INFO ] [2021-10-05 20:38:53,840] -------------------- END delete file in folder ------------
[INFO ] [2021-10-05 20:38:59,889] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-10-05 20:39:00,072]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-05 20:39:00,076] User_01_Register - Step 02: Click to Register Link
[INFO ] [2021-10-05 20:39:01,696] User_01_Register - Step 03: Click to Male Radio Button
[INFO ] [2021-10-05 20:39:01,838] User_01_Register - Step 04: Enter to First Name textbox
[INFO ] [2021-10-05 20:39:02,048] User_01_Register - Step 05: Enter to Last Name textbox
[INFO ] [2021-10-05 20:39:02,326] User_01_Register - Step 06: Enter to Email textbox with value: helennguyen8474@gmail.com
[INFO ] [2021-10-05 20:39:02,649] User_01_Register - Step 07: Enter to Password textbox with value: 123456
[INFO ] [2021-10-05 20:39:02,925] User_01_Register - Step 08: Enter to Confirm Password textbox with value: 123456
[INFO ] [2021-10-05 20:39:03,114] User_01_Register - Step 09: Click on Register Button
[INFO ] [2021-10-05 20:39:08,480] User_01_Register - Step 10: Verify success message is displayed
[INFO ] [2021-10-05 20:39:08,586]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-05 20:39:08,586] User_01_Register - Step 11: Click to Logout link
[INFO ] [2021-10-05 20:39:13,274] User_01_Register - Step 12: Verify Home Page is displayed
[INFO ] [2021-10-05 20:39:13,394]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-10-05 20:39:14,234] User_02_login - Step 01: Click To Login link
[INFO ] [2021-10-05 20:39:14,958] User_02_login - Step 02: Enter to email textbox with value: helennguyen8474@gmail.com
[INFO ] [2021-10-05 20:39:15,203] User_02_login - Step 03: Enter to Password textbox with value: 123456
[INFO ] [2021-10-05 20:39:15,411] User_02_login - Step 04: Click On Login Button
[INFO ] [2021-10-05 20:39:17,805] User_02_login - Step 05: Verify Home Page is displayed
[INFO ] [2021-10-05 20:39:17,901]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-05 21:15:03,961] -------------------- START delete file in folder ------------------
[INFO ] [2021-10-05 21:15:03,987] -------------------- END delete file in folder ------------
[INFO ] [2021-10-05 21:15:10,644] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-10-05 21:15:10,874]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-05 21:15:10,879] User_01_Register - Step 02: Click to Register Link
[INFO ] [2021-10-05 21:15:12,595] User_01_Register - Step 03: Click to Male Radio Button
[INFO ] [2021-10-05 21:15:12,748] User_01_Register - Step 04: Enter to First Name textbox
[INFO ] [2021-10-05 21:15:12,992] User_01_Register - Step 05: Enter to Last Name textbox
[INFO ] [2021-10-05 21:15:13,192] User_01_Register - Step 06: Enter to Email textbox with value: helennguyen9631@gmail.com
[INFO ] [2021-10-05 21:15:13,403] User_01_Register - Step 07: Enter to Password textbox with value: 123456
[INFO ] [2021-10-05 21:15:13,588] User_01_Register - Step 08: Enter to Confirm Password textbox with value: 123456
[INFO ] [2021-10-05 21:15:13,771] User_01_Register - Step 09: Click on Register Button
[INFO ] [2021-10-05 21:15:18,962] User_01_Register - Step 10: Verify success message is displayed
[INFO ] [2021-10-05 21:15:19,050]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-05 21:15:19,050] User_01_Register - Step 11: Click to Logout link
[INFO ] [2021-10-05 21:15:24,441] User_01_Register - Step 12: Verify Home Page is displayed
[INFO ] [2021-10-05 21:15:24,514]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-10-05 21:15:25,064] User_02_login - Step 01: Click To Login link
[INFO ] [2021-10-05 21:15:26,302] User_02_login - Step 02: Enter to email textbox with value: helennguyen9631@gmail.com
[INFO ] [2021-10-05 21:15:26,576] User_02_login - Step 03: Enter to Password textbox with value: 123456
[INFO ] [2021-10-05 21:15:26,776] User_02_login - Step 04: Click On Login Button
[INFO ] [2021-10-05 21:15:29,186] User_02_login - Step 05: Verify Home Page is displayed
[INFO ] [2021-10-05 21:15:29,267]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-10 09:06:14,849] -------------------- START delete file in folder ------------------
[INFO ] [2021-10-10 09:06:14,904] -------------------- END delete file in folder ------------
[INFO ] [2021-10-10 09:06:14,920] Pre-condition - Step 01: Open browser'Firefox'navigate to'https://demo.nopcommerce.com/'
[INFO ] [2021-10-10 09:06:25,875] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-10-10 09:06:27,322]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-10 09:06:27,332] User_01_Register - Step 02: Click to Register Link
[INFO ] [2021-10-10 09:06:28,846] User_01_Register - Step 03: Click to Male Radio Button
[INFO ] [2021-10-10 09:06:29,178] User_01_Register - Step 04: Enter to First Name textbox
[INFO ] [2021-10-10 09:06:29,312] User_01_Register - Step 05: Enter to Last Name textbox
[INFO ] [2021-10-10 09:06:29,430] User_01_Register - Step 06: Enter to Email textbox with value: helennguyen5250@gmail.com
[INFO ] [2021-10-10 09:06:29,563] User_01_Register - Step 07: Enter to Password textbox with value: 123456
[INFO ] [2021-10-10 09:06:29,693] User_01_Register - Step 08: Enter to Confirm Password textbox with value: 123456
[INFO ] [2021-10-10 09:06:29,811] User_01_Register - Step 09: Click on Register Button
[INFO ] [2021-10-10 09:06:34,990] User_01_Register - Step 10: Verify success message is displayed
[INFO ] [2021-10-10 09:06:35,088]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-10 09:06:35,115] User_01_Register - Step 11: Click to Logout link
[INFO ] [2021-10-10 09:06:36,526] User_01_Register - Step 12: Verify Home Page is displayed
[INFO ] [2021-10-10 09:06:36,672]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-10-10 09:06:37,136] User_02_login - Step 01: Click To Login link
[INFO ] [2021-10-10 09:06:38,291] User_02_login - Step 02: Enter to email textbox with value: helennguyen5250@gmail.com
[INFO ] [2021-10-10 09:06:38,474] User_02_login - Step 03: Enter to Password textbox with value: 123456
[INFO ] [2021-10-10 09:06:38,602] User_02_login - Step 04: Click On Login Button
[INFO ] [2021-10-10 09:06:38,856] User_02_login - Step 05: Verify Home Page is displayed
[INFO ] [2021-10-10 09:06:39,874] Post-condition - Close browser
[INFO ] [2021-10-10 09:07:55,401] -------------------- START delete file in folder ------------------
[INFO ] [2021-10-10 09:07:55,407] -------------------- END delete file in folder ------------
[INFO ] [2021-10-10 09:07:55,421] Pre-condition - Step 01: Open browser'Firefox'navigate to'https://demo.nopcommerce.com/'
[INFO ] [2021-10-10 09:08:04,139] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-10-10 09:08:04,372]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-10 09:08:04,380] User_01_Register - Step 02: Click to Register Link
[INFO ] [2021-10-10 09:08:05,982] User_01_Register - Step 03: Click to Male Radio Button
[INFO ] [2021-10-10 09:08:06,319] User_01_Register - Step 04: Enter to First Name textbox
[INFO ] [2021-10-10 09:55:43,192] -------------------- START delete file in folder ------------------
[INFO ] [2021-10-10 09:55:43,226] -------------------- END delete file in folder ------------
